# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	605376	606443	+	MPDKNC_00630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1D1E2
contig_1	cds	606482	606694	-	MPDKNC_00631	148.0	2.3e-45	0.986	0.885	0.971	UniRef:UniRef90_A0A0M0G6U3
contig_1	cds	606923	607642	-	MPDKNC_00632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R804
contig_1	cds	607639	608205	-	MPDKNC_00633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009A67EE8
contig_1	cds	609034	610038	-	MPDKNC_00634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R9T7
contig_1	cds	610414	612072	-	MPDKNC_00635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R7Y0
contig_1	cds	612099	613070	-	MPDKNC_00636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R702
contig_1	cds	613203	613706	-	MPDKNC_00637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R721
contig_1	cds	613887	614015	-	MPDKNC_00638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R969
contig_1	cds	614224	615513	-	MPDKNC_00639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R4U3
contig_1	cds	615731	616420	+	MPDKNC_00640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2D0CF
contig_1	cds	616413	617270	+	MPDKNC_00641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R4U2
contig_1	cds	617272	617649	-	MPDKNC_00642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2F2CC
contig_1	cds	617770	619002	-	MPDKNC_00643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE32478
contig_1	cds	619191	619649	-	MPDKNC_00644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R9S8
contig_1	cds	619812	620984	+	MPDKNC_00645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE315CA
contig_1	cds	621023	621190	-	MPDKNC_00646	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000B0851B2
contig_1	cds	621321	621698	+	MPDKNC_00647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F95EF7
contig_1	cds	621750	621935	-	MPDKNC_00648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5TFN3
contig_1	cds	622088	622879	+	MPDKNC_00649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R955
contig_1	cds	622866	623657	+	MPDKNC_00650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R4T3
contig_1	cds	623832	624008	+	MPDKNC_00651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0012F44E37
contig_1	cds	624138	625529	+	MPDKNC_00652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4R904
contig_1	cds	626909	627871	+	MPDKNC_00653	555.0	2.3e-198	0.984	0.997	0.990	UniRef:UniRef90_A0A0M0G7A3
contig_1	cds	627864	628814	+	MPDKNC_00654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTL8
contig_1	cds	628811	629572	+	MPDKNC_00655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FAC4EB
contig_1	cds	629601	630536	+	MPDKNC_00656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RV45
contig_1	cds	630933	632027	+	MPDKNC_00657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RUN0
contig_1	cds	632046	632981	+	MPDKNC_00658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RW65
contig_1	cds	633133	635550	+	MPDKNC_00659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYF3
contig_1	cds	635708	637018	+	MPDKNC_00660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009A8CB27
contig_1	cds	637015	638004	+	MPDKNC_00661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F1D382
contig_1	cds	638104	639405	+	MPDKNC_00662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16359
contig_1	cds	639485	639997	+	MPDKNC_00663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYA7
contig_1	cds	640055	640276	-	MPDKNC_00664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5V4P8
contig_1	cds	640468	640872	+	MPDKNC_00665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RXR5
contig_1	cds	640894	641727	+	MPDKNC_00666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RV55
contig_1	cds	641870	643315	+	MPDKNC_00667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE26FD2
contig_1	cds	643791	644366	+	MPDKNC_00668	-	-	-	-	-	-
contig_1	cds	644732	644923	+	MPDKNC_00669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0G5H7
contig_1	ncRNA-region	645027	645267	+	-	94.9	1.0e-12	-	-	-	RFAM:RF00230
contig_1	cds	645328	646554	+	MPDKNC_00670	760.0	1.1e-276	1.0	0.998	0.998	UniRef:UniRef90_A0A0M0G5K7
contig_1	cds	646871	648298	+	MPDKNC_00671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2FEB6
contig_1	cds	648394	648552	+	MPDKNC_00672	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000AD9E024
contig_1	cds	648703	649257	+	MPDKNC_00673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1B4EB
contig_1	cds	649296	650972	-	MPDKNC_00674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009A7EE6D
contig_1	cds	652045	652824	-	MPDKNC_00675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2976A
contig_1	cds	652827	654461	-	MPDKNC_00676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RW86
contig_1	cds	654673	655488	+	MPDKNC_00677	518.0	1.1e-185	0.982	1.0	0.962	UniRef:UniRef90_A0A0M0G5Q1
contig_1	cds	655605	656678	-	MPDKNC_00678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTJ7
contig_1	cds	656694	657575	-	MPDKNC_00679	546.0	7.5e-196	1.0	1.0	0.976	UniRef:UniRef90_A0A5D4RY18
contig_1	cds	657591	658430	-	MPDKNC_00680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE32B3B
contig_1	cds	658454	659491	-	MPDKNC_00681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009A623DD
contig_1	cds	659870	660841	+	MPDKNC_00682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2645F
contig_1	cds	660909	662816	-	MPDKNC_00683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009A58543
contig_1	cds	663029	664213	-	MPDKNC_00684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009A5F4DC
contig_1	cds	664822	665016	+	MPDKNC_00685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RUR4
contig_1	cds	665627	668089	+	MPDKNC_00686	1635.0	0.0	1.0	0.995	0.995	UniRef:UniRef90_A0A0M0G5I7
contig_1	cds	668073	669164	+	MPDKNC_00687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE27C3E
contig_1	cds	669154	670647	+	MPDKNC_00688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2BB8E
contig_1	cds	670653	672269	+	MPDKNC_00689	1064.0	0.0	1.0	0.994	0.957	UniRef:UniRef90_A0A0M0G6P5
contig_1	cds	672245	673459	+	MPDKNC_00690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2C589
contig_1	cds	673411	674310	+	MPDKNC_00691	582.0	1.1e-209	1.0	1.0	0.946	UniRef:UniRef90_A0A0M0G5G6
contig_1	cds	674307	675074	+	MPDKNC_00692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0011E6B5FD
contig_1	cds	675077	676027	+	MPDKNC_00693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE25486
contig_1	cds	676030	676761	+	MPDKNC_00694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A161RIU7
contig_1	cds	676754	677488	+	MPDKNC_00695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5TGD5
contig_1	cds	678857	679912	+	MPDKNC_00696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTL7
contig_1	cds	680042	680866	+	MPDKNC_00697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RY40
contig_1	cds	680972	681136	+	MPDKNC_00698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000A40FFA1
contig_1	cds	681178	681759	-	MPDKNC_00699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTH4
contig_1	cds	681867	682346	+	MPDKNC_00700	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2AE25
contig_1	cds	682381	683508	-	MPDKNC_00701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTR6
contig_1	cds	683623	683805	+	MPDKNC_00702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RXW0
contig_1	cds	683878	684351	+	MPDKNC_00703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RV94
contig_1	cds	684314	684862	-	MPDKNC_00704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RUT5
contig_1	cds	684906	685610	-	MPDKNC_00705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F7B0A9
contig_1	cds	685780	686043	+	MPDKNC_00706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F412CA
contig_1	cds	686159	687751	+	MPDKNC_00707	976.0	0.0	0.977	1.0	0.934	UniRef:UniRef90_A0A0P6WS73
contig_1	cds	687775	688338	+	MPDKNC_00708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064EB592
contig_1	cds	688443	689222	+	MPDKNC_00709	509.0	3.3e-182	1.0	1.0	0.965	UniRef:UniRef90_A0A5D4RY48
contig_1	cds	689313	689531	-	MPDKNC_00710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5WGF7
contig_1	cds	689613	690395	+	MPDKNC_00711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064E81A2
contig_1	cds	690614	691093	+	MPDKNC_00712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A165JK36
contig_1	cds	691111	691401	+	MPDKNC_00713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE28860
contig_1	cds	691450	692013	+	MPDKNC_00714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE396E9
contig_1	cds	692059	693186	+	MPDKNC_00715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2EC89
contig_1	cds	693205	693432	+	MPDKNC_00716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5V686
contig_1	cds	693436	693648	+	MPDKNC_00717	-	-	-	-	-	-
contig_1	cds	693965	694408	+	MPDKNC_00718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE27F2C
contig_1	cds	694401	695207	+	MPDKNC_00719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1C3CC
contig_1	cds	695274	695552	+	MPDKNC_00720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064E30B5
contig_1	cds	695565	696092	+	MPDKNC_00721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2AB3A
contig_1	cds	696089	696283	+	MPDKNC_00722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0011E708F8
contig_1	cds	696408	697721	+	MPDKNC_00723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1611B
contig_1	cds	697727	698458	+	MPDKNC_00724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0011E801CD
contig_1	cds	698593	699501	+	MPDKNC_00725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23846
contig_1	cds	699494	700195	+	MPDKNC_00726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064F5C69
contig_1	cds	700227	700490	-	MPDKNC_00727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00069FA2FF
contig_1	cds	700672	701484	+	MPDKNC_00728	530.0	1.9e-190	0.981	1.0	1.0	UniRef:UniRef90_UPI001EE1F48D
contig_1	cds	701516	702367	+	MPDKNC_00729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064F873F
contig_1	cds	702360	702908	+	MPDKNC_00730	354.0	8.7e-124	0.945	1.0	0.988	UniRef:UniRef90_A0A163K6X1
contig_1	cds	702947	704317	-	MPDKNC_00731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5TMR8
contig_1	cds	704491	704898	-	MPDKNC_00732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064F5487
contig_1	cds	704895	705893	-	MPDKNC_00733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000AFD39A7
contig_1	cds	706230	707156	+	MPDKNC_00734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5Y1R4
contig_1	cds	707195	708112	-	MPDKNC_00735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064E6B2A
contig_1	cds	708235	708669	+	MPDKNC_00736	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064E420A
contig_1	cds	708656	709129	+	MPDKNC_00737	315.0	1.3e-108	1.0	0.952	0.981	UniRef:UniRef90_A0A0M0G6L6
contig_1	cds	709074	709799	-	MPDKNC_00738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0009E52604
contig_1	cds	709951	710385	+	MPDKNC_00739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5TGG5
contig_1	cds	710385	710531	+	MPDKNC_00740	-	-	-	-	-	-
contig_1	cds	710543	710935	+	MPDKNC_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00064E5B8A
contig_1	cds	710948	711343	+	MPDKNC_00742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1BD97
contig_1	cds	711384	711791	+	MPDKNC_00743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16A8C
contig_1	cds	711994	712404	+	MPDKNC_00744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE25353
contig_1	cds	712445	713620	-	MPDKNC_00745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16EAD
contig_1	cds	713830	714288	+	MPDKNC_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0G5C8
contig_1	cds	714465	715304	+	MPDKNC_00747	540.0	2.2e-193	1.0	0.872	0.986	UniRef:UniRef90_A0A0M0G5K1
contig_1	ncRNA-region	715316	715412	+	-	84.0	5.6e-15	-	-	-	RFAM:RF00162
contig_1	cds	715470	716636	+	MPDKNC_00748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE343BE
contig_1	cds	716664	717080	+	MPDKNC_00749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3774F
contig_1	cds	717490	717870	+	MPDKNC_00750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00235A1075
contig_1	cds	717867	718280	+	MPDKNC_00751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0023595121
contig_1	cds	718395	718586	+	MPDKNC_00752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0G5C3
contig_1	cds	718612	719190	+	MPDKNC_00753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2C491
contig_1	cds	719223	719627	+	MPDKNC_00754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE173BE
contig_1	cds	719628	720587	-	MPDKNC_00755	619.0	4.9e-224	0.981	1.0	0.997	UniRef:UniRef90_A0A5D4S047
contig_1	cds	720695	721192	+	MPDKNC_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2D718
contig_1	cds	721195	721500	+	MPDKNC_00757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2423F
contig_1	cds	721501	721833	+	MPDKNC_00758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A79D
contig_1	cds	721867	722064	-	MPDKNC_00759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5V180
contig_1	cds	722201	723061	+	MPDKNC_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE227DF
contig_1	cds	723077	724462	+	MPDKNC_00761	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2593A
contig_1	cds	724612	725151	+	MPDKNC_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE29BE3
contig_1	cds	725144	726541	+	MPDKNC_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE386D9
contig_1	cds	726905	727402	+	MPDKNC_00764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE19096
contig_1	cds	727416	728258	+	MPDKNC_00765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE20AF5
contig_1	cds	728362	728649	+	MPDKNC_00766	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0018D44B1B
contig_1	cds	728606	728980	+	MPDKNC_00767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A165L6M8
contig_1	cds	729009	729596	+	MPDKNC_00768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A161TBF3
contig_1	cds	729710	731785	+	MPDKNC_00769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE25FB4
contig_1	cds	732110	732268	+	MPDKNC_00770	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000A644255
contig_1	cds	732364	733569	+	MPDKNC_00771	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A163LVF4
contig_1	cds	733566	734792	+	MPDKNC_00772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A161TIT8
contig_1	cds	734755	735942	+	MPDKNC_00773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A165L6L8
contig_1	cds	735902	737365	+	MPDKNC_00774	888.0	0.0	0.914	1.0	1.0	UniRef:UniRef90_A0A161RW02
contig_1	cds	737379	738338	+	MPDKNC_00775	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A163LVD0
contig_1	cds	738376	739098	+	MPDKNC_00776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A163LVC0
contig_1	cds	739111	739986	+	MPDKNC_00777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A165L6K4
contig_1	cds	740393	741286	+	MPDKNC_00778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0011E87F4E
contig_1	cds	741180	741602	-	MPDKNC_00779	-	-	-	-	-	-
contig_1	cds	741693	742283	+	MPDKNC_00780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A165L6J9
contig_1	cds	742449	743081	-	MPDKNC_00781	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A163LVA4
contig_1	cds	743223	743627	-	MPDKNC_00782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE36919
contig_1	cds	743761	743925	+	MPDKNC_00783	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000ABE59C8
contig_1	cds	743978	744271	+	MPDKNC_00784	-	-	-	-	-	-
contig_1	cds	744414	745463	+	MPDKNC_00785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE34ABB
contig_1	cds	745463	747031	+	MPDKNC_00786	975.0	0.0	1.0	1.0	0.981	UniRef:UniRef90_A0A0M0G595
contig_1	cds	747028	748056	+	MPDKNC_00787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A011
contig_1	cds	748175	748675	+	MPDKNC_00788	333.0	1.4e-115	1.0	0.933	1.0	UniRef:UniRef90_A0A5D4RU08
contig_1	cds	748862	749074	+	MPDKNC_00789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00114E7E00
contig_1	cds	749181	749651	+	MPDKNC_00790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE36290
contig_1	cds	749648	750169	+	MPDKNC_00791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE28294
contig_1	cds	750183	750794	+	MPDKNC_00792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE338B4
contig_1	cds	750876	751424	+	MPDKNC_00793	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0G591
contig_1	cds	751559	751708	+	MPDKNC_00794	-	-	-	-	-	-
contig_1	cds	751947	752585	+	MPDKNC_00795	400.0	8.8e-141	1.0	1.0	0.958	UniRef:UniRef90_A0A0M0G674
contig_1	cds	752610	753788	+	MPDKNC_00796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE26894
contig_1	cds	754061	754456	-	MPDKNC_00797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE294D1
contig_1	cds	754531	755022	+	MPDKNC_00798	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A165L688
contig_1	cds	755143	755916	-	MPDKNC_00799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE30E8E
contig_1	cds	756005	756478	+	MPDKNC_00800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE38BED
contig_1	cds	757006	757269	-	MPDKNC_00801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0012F08336
contig_1	cds	757364	757675	-	MPDKNC_00802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0012EFC55C
contig_1	cds	757824	758090	+	MPDKNC_00803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2F095
contig_1	cds	758106	758576	-	MPDKNC_00804	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2CFE1
contig_1	cds	758604	758750	-	MPDKNC_00805	65.5	2.6e-13	0.917	0.936	0.636	UniRef:UniRef90_A0A9Q4B0U1
contig_1	cds	758820	759806	-	MPDKNC_00806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23526
contig_1	cds	759891	760751	+	MPDKNC_00807	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1C463
contig_1	cds	760783	761175	-	MPDKNC_00808	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5WGM8
contig_1	cds	761259	762251	-	MPDKNC_00809	608.0	5.4e-219	1.0	1.0	0.924	UniRef:UniRef90_A0A0M0G6G8
contig_1	cds	762339	762713	+	MPDKNC_00810	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2CAFA
contig_1	cds	762717	763190	-	MPDKNC_00811	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE317E3
contig_1	cds	763421	763861	+	MPDKNC_00812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2EF11
contig_1	cds	764433	764624	+	MPDKNC_00813	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1B9D9
contig_1	cds	764664	765392	+	MPDKNC_00814	469.0	2.1e-167	0.950	1.0	1.0	UniRef:UniRef90_UPI001EE18405
contig_1	cds	765438	766181	+	MPDKNC_00815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E234
contig_1	cds	766221	766730	-	MPDKNC_00816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2A2A3
contig_1	cds	766743	767096	-	MPDKNC_00817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2AA62
contig_1	cds	767081	767500	-	MPDKNC_00818	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1EDAB
contig_1	cds	767598	768848	-	MPDKNC_00819	769.0	9.2e-280	1.0	0.995	0.957	UniRef:UniRef90_UPI002853115E
contig_1	cds	768845	769189	-	MPDKNC_00820	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE19CC0
contig_1	cds	769348	769506	+	MPDKNC_00821	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000B0964AD
contig_1	cds	769537	770061	+	MPDKNC_00822	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000701769A
contig_1	cds	770094	770501	-	MPDKNC_00823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FE40AF
contig_1	cds	770694	771734	+	MPDKNC_00824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F9172A
contig_1	cds	772451	772918	+	MPDKNC_00825	296.0	1.5e-101	0.994	0.951	1.0	UniRef:UniRef90_A0A5D4RV39
contig_1	cds	772935	773723	+	MPDKNC_00826	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RWP2
contig_1	cds	773720	773938	+	MPDKNC_00827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYY7
contig_1	cds	774408	774782	+	MPDKNC_00828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTZ5
contig_1	cds	774779	775144	+	MPDKNC_00829	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F4E32E
contig_1	cds	775268	775939	+	MPDKNC_00830	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RTU8
contig_1	cds	776052	776621	+	MPDKNC_00831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYT7
contig_1	cds	776692	777486	-	MPDKNC_00832	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RU46
contig_1	cds	777505	777666	-	MPDKNC_00833	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0015C4BBB2
contig_1	cds	777804	778382	+	MPDKNC_00834	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RY84
contig_1	cds	778529	779095	-	MPDKNC_00835	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RVM2
contig_1	cds	779117	780406	-	MPDKNC_00836	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E76B
contig_1	cds	780692	781168	-	MPDKNC_00837	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RWQ2
contig_1	cds	781361	781717	+	MPDKNC_00838	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE33960
contig_1	cds	781724	782323	-	MPDKNC_00839	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RU04
contig_1	cds	782442	782987	+	MPDKNC_00840	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYG7
